Latitude,Longitude,Elevation,Dataset,FilePath,ContainingFolder,Status,ImgBroken,NewImgePath
30.794565,-93.604913,22.496143,ned10m,DamageDetection\damage\-93.604913_30.794565000000002.jpeg,DamageDetection,damaged,false,images/-93.604913_30.794565.tiff
30.794779,-93.605042,22.398010,ned10m,DamageDetection\damage\-93.605042_30.794779.jpeg,DamageDetection,damaged,false,images/-93.605042_30.794779.tiff
30.794304,-93.605117,23.266010,ned10m,DamageDetection\damage\-93.605117_30.794303999999997.jpeg,DamageDetection,damaged,false,images/-93.605117_30.794304.tiff
30.799283,-93.606053,23.219812,ned10m,DamageDetection\damage\-93.606053_30.799283000000003.jpeg,DamageDetection,damaged,false,images/-93.606053_30.799283.tiff
30.666453,-93.607030,17.736330,ned10m,DamageDetection\damage\-93.60703000000001_30.666453000000004.jpeg,DamageDetection,damaged,true,images/-93.607030_30.666453.tiff
30.663002,-93.607850,17.353458,ned10m,DamageDetection\damage\-93.60785_30.663002000000002.jpeg,DamageDetection,damaged,true,images/-93.607850_30.663002.tiff
30.662610,-93.607866,17.129278,ned10m,DamageDetection\damage\-93.607866_30.662609999999997.jpeg,DamageDetection,damaged,true,images/-93.607866_30.662610.tiff
30.662033,-93.607947,17.288887,ned10m,DamageDetection\damage\-93.607947_30.662033.jpeg,DamageDetection,damaged,true,images/-93.607947_30.662033.tiff
30.662183,-93.608054,17.565472,ned10m,DamageDetection\damage\-93.60805400000001_30.662183000000002.jpeg,DamageDetection,damaged,true,images/-93.608054_30.662183.tiff
30.661345,-93.608510,17.622919,ned10m,DamageDetection\damage\-93.60851_30.661345.jpeg,DamageDetection,damaged,true,images/-93.608510_30.661345.tiff
30.661488,-93.608532,16.973232,ned10m,DamageDetection\damage\-93.608532_30.661488000000002.jpeg,DamageDetection,damaged,true,images/-93.608532_30.661488.tiff
30.660948,-93.608848,17.304783,ned10m,DamageDetection\damage\-93.608848_30.660947999999998.jpeg,DamageDetection,damaged,true,images/-93.608848_30.660948.tiff
30.660850,-93.609497,17.512367,ned10m,DamageDetection\damage\-93.60949699999999_30.66085.jpeg,DamageDetection,damaged,true,images/-93.609497_30.660850.tiff
30.730491,-93.609937,20.016134,ned10m,DamageDetection\damage\-93.609937_30.730490999999997.jpeg,DamageDetection,damaged,false,images/-93.609937_30.730491.tiff
30.730487,-93.610050,20.044977,ned10m,DamageDetection\damage\-93.61005_30.730487.jpeg,DamageDetection,damaged,false,images/-93.610050_30.730487.tiff
30.666269,-93.610806,17.062025,ned10m,DamageDetection\damage\-93.61080600000001_30.666269.jpeg,DamageDetection,damaged,true,images/-93.610806_30.666269.tiff
30.731068,-93.611074,19.732122,ned10m,DamageDetection\damage\-93.611074_30.731068.jpeg,DamageDetection,damaged,false,images/-93.611074_30.731068.tiff
30.730173,-93.611165,19.680655,ned10m,DamageDetection\damage\-93.611165_30.730172999999997.jpeg,DamageDetection,damaged,false,images/-93.611165_30.730173.tiff
30.668977,-93.611182,16.929619,ned10m,DamageDetection\damage\-93.611182_30.668977.jpeg,DamageDetection,damaged,true,images/-93.611182_30.668977.tiff
30.670269,-93.611461,15.896085,ned10m,DamageDetection\damage\-93.611461_30.670269.jpeg,DamageDetection,damaged,true,images/-93.611461_30.670269.tiff
30.730113,-93.611546,19.721392,ned10m,DamageDetection\damage\-93.61154599999999_30.730113.jpeg,DamageDetection,damaged,false,images/-93.611546_30.730113.tiff
30.732884,-93.612668,19.492456,ned10m,DamageDetection\damage\-93.612668_30.732884000000002.jpeg,DamageDetection,damaged,false,images/-93.612668_30.732884.tiff
30.672092,-93.613354,17.108698,ned10m,DamageDetection\damage\-93.613354_30.672092.jpeg,DamageDetection,damaged,true,images/-93.613354_30.672092.tiff
30.754263,-93.614100,21.223543,ned10m,DamageDetection\damage\-93.6141_30.754263.jpeg,DamageDetection,damaged,false,images/-93.614100_30.754263.tiff
30.731409,-93.615570,19.699558,ned10m,DamageDetection\damage\-93.61556999999999_30.731409000000003.jpeg,DamageDetection,damaged,false,images/-93.615570_30.731409.tiff
30.730793,-93.616212,19.550917,ned10m,DamageDetection\damage\-93.616212_30.730793.jpeg,DamageDetection,damaged,false,images/-93.616212_30.730793.tiff
30.641732,-93.618225,18.093798,ned10m,DamageDetection\damage\-93.618225_30.641732.jpeg,DamageDetection,damaged,true,images/-93.618225_30.641732.tiff
30.641293,-93.618381,18.365746,ned10m,DamageDetection\damage\-93.618381_30.641293.jpeg,DamageDetection,damaged,true,images/-93.618381_30.641293.tiff
30.730039,-93.618483,19.471451,ned10m,DamageDetection\damage\-93.618483_30.730039.jpeg,DamageDetection,damaged,false,images/-93.618483_30.730039.tiff
30.642046,-93.619067,17.884453,ned10m,DamageDetection\damage\-93.619067_30.642046.jpeg,DamageDetection,damaged,true,images/-93.619067_30.642046.tiff
30.642452,-93.619314,16.958332,ned10m,DamageDetection\damage\-93.619314_30.642452000000002.jpeg,DamageDetection,damaged,true,images/-93.619314_30.642452.tiff
30.641049,-93.619319,18.332563,ned10m,DamageDetection\damage\-93.61931899999999_30.641049.jpeg,DamageDetection,damaged,true,images/-93.619319_30.641049.tiff
30.648549,-93.619539,16.306005,ned10m,DamageDetection\damage\-93.619539_30.648549.jpeg,DamageDetection,damaged,true,images/-93.619539_30.648549.tiff
30.645816,-93.620811,16.470953,ned10m,DamageDetection\damage\-93.620811_30.645815999999996.jpeg,DamageDetection,damaged,true,images/-93.620811_30.645816.tiff
30.640730,-93.622506,17.569611,ned10m,DamageDetection\damage\-93.622506_30.640729999999998.jpeg,DamageDetection,damaged,false,images/-93.622506_30.640730.tiff
30.643920,-93.622903,15.834697,ned10m,DamageDetection\damage\-93.62290300000001_30.64392.jpeg,DamageDetection,damaged,false,images/-93.622903_30.643920.tiff
30.018127,-93.623294,-0.023688,ned10m,DamageDetection\damage\-93.623294_30.018127000000003.jpeg,DamageDetection,damaged,true,images/-93.623294_30.018127.tiff
30.642060,-93.623305,16.558125,ned10m,DamageDetection\damage\-93.623305_30.642059999999997.jpeg,DamageDetection,damaged,false,images/-93.623305_30.642060.tiff
30.643190,-93.625301,16.110273,ned10m,DamageDetection\damage\-93.62530100000001_30.64319.jpeg,DamageDetection,damaged,false,images/-93.625301_30.643190.tiff
30.732382,-93.625478,22.170628,ned10m,DamageDetection\damage\-93.625478_30.732382.jpeg,DamageDetection,damaged,false,images/-93.625478_30.732382.tiff
30.684521,-93.626068,18.337173,ned10m,DamageDetection\damage\-93.626068_30.684521000000004.jpeg,DamageDetection,damaged,false,images/-93.626068_30.684521.tiff
30.635579,-93.626075,17.712234,ned10m,DamageDetection\damage\-93.626075_30.635578999999996.jpeg,DamageDetection,damaged,false,images/-93.626075_30.635579.tiff
30.743188,-93.627666,20.811684,ned10m,DamageDetection\damage\-93.627666_30.743188.jpeg,DamageDetection,damaged,false,images/-93.627666_30.743188.tiff
30.743806,-93.627763,21.590088,ned10m,DamageDetection\damage\-93.627763_30.743806.jpeg,DamageDetection,damaged,false,images/-93.627763_30.743806.tiff
30.643255,-93.628487,15.404665,ned10m,DamageDetection\damage\-93.62848699999999_30.643255.jpeg,DamageDetection,damaged,false,images/-93.628487_30.643255.tiff
30.132113,-93.628584,0.469894,ned10m,DamageDetection\damage\-93.628584_30.132113.jpeg,DamageDetection,damaged,true,images/-93.628584_30.132113.tiff
30.641538,-93.630789,15.987698,ned10m,DamageDetection\damage\-93.63078900000001_30.641538.jpeg,DamageDetection,damaged,false,images/-93.630789_30.641538.tiff
30.640924,-93.633594,16.150040,ned10m,DamageDetection\damage\-93.63359399999999_30.640924.jpeg,DamageDetection,damaged,false,images/-93.633594_30.640924.tiff
30.036473,-93.635751,0.204972,ned10m,DamageDetection\damage\-93.635751_30.036472999999997.jpeg,DamageDetection,damaged,true,images/-93.635751_30.036473.tiff
30.036489,-93.635751,0.274726,ned10m,DamageDetection\damage\-93.635751_30.036489000000003.jpeg,DamageDetection,damaged,true,images/-93.635751_30.036489.tiff
30.036633,-93.636223,1.121403,ned10m,DamageDetection\damage\-93.636223_30.036633000000002.jpeg,DamageDetection,damaged,true,images/-93.636223_30.036633.tiff
30.036668,-93.636271,0.958854,ned10m,DamageDetection\damage\-93.636271_30.036668.jpeg,DamageDetection,damaged,true,images/-93.636271_30.036668.tiff
30.085815,-93.640503,0.612840,ned10m,DamageDetection\damage\-93.64050300000001_30.085815000000004.jpeg,DamageDetection,damaged,true,images/-93.640503_30.085815.tiff
30.079478,-93.642123,0.341757,ned10m,DamageDetection\damage\-93.642123_30.079478.jpeg,DamageDetection,damaged,true,images/-93.642123_30.079478.tiff
30.215191,-93.642544,4.064724,ned10m,DamageDetection\damage\-93.642544_30.215190999999997.jpeg,DamageDetection,damaged,true,images/-93.642544_30.215191.tiff
30.215895,-93.642610,3.807909,ned10m,DamageDetection\damage\-93.64260999999999_30.215895.jpeg,DamageDetection,damaged,true,images/-93.642610_30.215895.tiff
30.215909,-93.642793,4.046306,ned10m,DamageDetection\damage\-93.64279300000001_30.215909000000003.jpeg,DamageDetection,damaged,true,images/-93.642793_30.215909.tiff
30.125988,-93.647869,1.304637,ned10m,DamageDetection\damage\-93.647869_30.125988.jpeg,DamageDetection,damaged,true,images/-93.647869_30.125988.tiff
30.125729,-93.648019,1.269615,ned10m,DamageDetection\damage\-93.64801899999999_30.125728999999996.jpeg,DamageDetection,damaged,true,images/-93.648019_30.125729.tiff
30.670034,-93.649897,17.744873,ned10m,DamageDetection\damage\-93.649897_30.670034.jpeg,DamageDetection,damaged,false,images/-93.649897_30.670034.tiff
30.127739,-93.651173,2.259053,ned10m,DamageDetection\damage\-93.651173_30.127739000000002.jpeg,DamageDetection,damaged,true,images/-93.651173_30.127739.tiff
30.140321,-93.651736,2.522383,ned10m,DamageDetection\damage\-93.651736_30.140321000000004.jpeg,DamageDetection,damaged,true,images/-93.651736_30.140321.tiff
30.114621,-93.651897,1.060078,ned10m,DamageDetection\damage\-93.65189699999999_30.114621000000003.jpeg,DamageDetection,damaged,true,images/-93.651897_30.114621.tiff
30.140505,-93.652665,2.606418,ned10m,DamageDetection\damage\-93.652665_30.140504999999997.jpeg,DamageDetection,damaged,true,images/-93.652665_30.140505.tiff
30.246938,-93.653552,5.778765,ned10m,DamageDetection\damage\-93.653552_30.246938.jpeg,DamageDetection,damaged,true,images/-93.653552_30.246938.tiff
30.246914,-93.653559,5.829533,ned10m,DamageDetection\damage\-93.653559_30.246914.jpeg,DamageDetection,damaged,true,images/-93.653559_30.246914.tiff
30.139732,-93.653711,2.442820,ned10m,DamageDetection\damage\-93.653711_30.139732000000002.jpeg,DamageDetection,damaged,true,images/-93.653711_30.139732.tiff
30.139035,-93.653931,2.391551,ned10m,DamageDetection\damage\-93.653931_30.139034999999996.jpeg,DamageDetection,damaged,true,images/-93.653931_30.139035.tiff
30.120778,-93.655073,2.662315,ned10m,DamageDetection\damage\-93.655073_30.120778.jpeg,DamageDetection,damaged,true,images/-93.655073_30.120778.tiff
30.120982,-93.655363,2.680955,ned10m,DamageDetection\damage\-93.655363_30.120982.jpeg,DamageDetection,damaged,true,images/-93.655363_30.120982.tiff
30.121252,-93.655492,2.736772,ned10m,DamageDetection\damage\-93.65549200000001_30.121252000000002.jpeg,DamageDetection,damaged,true,images/-93.655492_30.121252.tiff
30.121516,-93.655636,2.879660,ned10m,DamageDetection\damage\-93.655636_30.121515999999996.jpeg,DamageDetection,damaged,true,images/-93.655636_30.121516.tiff
30.206434,-93.655764,4.024830,ned10m,DamageDetection\damage\-93.655764_30.206434.jpeg,DamageDetection,damaged,true,images/-93.655764_30.206434.tiff
30.121800,-93.655830,2.659804,ned10m,DamageDetection\damage\-93.65583000000001_30.1218.jpeg,DamageDetection,damaged,true,images/-93.655830_30.121800.tiff
30.206408,-93.655907,3.859614,ned10m,DamageDetection\damage\-93.655907_30.206408000000003.jpeg,DamageDetection,damaged,true,images/-93.655907_30.206408.tiff
30.206383,-93.655921,3.926708,ned10m,DamageDetection\damage\-93.65592099999999_30.206383000000002.jpeg,DamageDetection,damaged,true,images/-93.655921_30.206383.tiff
30.206165,-93.655925,3.620812,ned10m,DamageDetection\damage\-93.655925_30.206165000000002.jpeg,DamageDetection,damaged,true,images/-93.655925_30.206165.tiff
30.206156,-93.655942,3.601640,ned10m,DamageDetection\damage\-93.65594200000001_30.206156.jpeg,DamageDetection,damaged,true,images/-93.655942_30.206156.tiff
30.206104,-93.656060,3.288989,ned10m,DamageDetection\damage\-93.65606_30.206103999999996.jpeg,DamageDetection,damaged,true,images/-93.656060_30.206104.tiff
30.076164,-93.656130,-0.068142,ned10m,DamageDetection\damage\-93.65613_30.076164000000002.jpeg,DamageDetection,damaged,true,images/-93.656130_30.076164.tiff
30.121911,-93.656162,2.838817,ned10m,DamageDetection\damage\-93.656162_30.121910999999997.jpeg,DamageDetection,damaged,true,images/-93.656162_30.121911.tiff
30.206698,-93.656327,3.072029,ned10m,DamageDetection\damage\-93.656327_30.206698.jpeg,DamageDetection,damaged,true,images/-93.656327_30.206698.tiff
30.122694,-93.656334,2.615504,ned10m,DamageDetection\damage\-93.656334_30.122694.jpeg,DamageDetection,damaged,true,images/-93.656334_30.122694.tiff
30.139973,-93.656522,2.304207,ned10m,DamageDetection\damage\-93.656522_30.139972999999998.jpeg,DamageDetection,damaged,true,images/-93.656522_30.139973.tiff
30.139870,-93.656543,2.253228,ned10m,DamageDetection\damage\-93.656543_30.139870000000002.jpeg,DamageDetection,damaged,true,images/-93.656543_30.139870.tiff
30.122471,-93.656629,3.055172,ned10m,DamageDetection\damage\-93.65662900000001_30.122471.jpeg,DamageDetection,damaged,true,images/-93.656629_30.122471.tiff
30.140024,-93.656709,2.736052,ned10m,DamageDetection\damage\-93.65670899999999_30.140024.jpeg,DamageDetection,damaged,true,images/-93.656709_30.140024.tiff
30.121177,-93.656763,1.845282,ned10m,DamageDetection\damage\-93.656763_30.121177000000003.jpeg,DamageDetection,damaged,true,images/-93.656763_30.121177.tiff
30.140320,-93.656945,2.537429,ned10m,DamageDetection\damage\-93.656945_30.140320000000003.jpeg,DamageDetection,damaged,true,images/-93.656945_30.140320.tiff
30.121336,-93.657069,1.972395,ned10m,DamageDetection\damage\-93.65706899999999_30.121336.jpeg,DamageDetection,damaged,true,images/-93.657069_30.121336.tiff
30.045112,-93.657546,0.592891,ned10m,DamageDetection\damage\-93.657546_30.045112.jpeg,DamageDetection,damaged,true,images/-93.657546_30.045112.tiff
30.045243,-93.657619,1.045112,ned10m,DamageDetection\damage\-93.657619_30.045243.jpeg,DamageDetection,damaged,true,images/-93.657619_30.045243.tiff
30.202697,-93.657673,3.215175,ned10m,DamageDetection\damage\-93.657673_30.202696999999997.jpeg,DamageDetection,damaged,true,images/-93.657673_30.202697.tiff
30.045245,-93.657707,0.878510,ned10m,DamageDetection\damage\-93.65770699999999_30.045245.jpeg,DamageDetection,damaged,true,images/-93.657707_30.045245.tiff
30.045020,-93.657726,0.832934,ned10m,DamageDetection\damage\-93.657726_30.04502.jpeg,DamageDetection,damaged,true,images/-93.657726_30.045020.tiff
30.045041,-93.657788,0.884792,ned10m,DamageDetection\damage\-93.657788_30.045040999999998.jpeg,DamageDetection,damaged,true,images/-93.657788_30.045041.tiff
30.637527,-93.657788,15.538984,ned10m,DamageDetection\damage\-93.657788_30.637527000000002.jpeg,DamageDetection,damaged,false,images/-93.657788_30.637527.tiff
30.203031,-93.658074,4.313775,ned10m,DamageDetection\damage\-93.658074_30.203031.jpeg,DamageDetection,damaged,true,images/-93.658074_30.203031.tiff
30.203008,-93.658088,4.321525,ned10m,DamageDetection\damage\-93.658088_30.203008.jpeg,DamageDetection,damaged,true,images/-93.658088_30.203008.tiff
30.622732,-93.658116,17.297346,ned10m,DamageDetection\damage\-93.658116_30.622732.jpeg,DamageDetection,damaged,false,images/-93.658116_30.622732.tiff
30.202997,-93.658163,4.407958,ned10m,DamageDetection\damage\-93.658163_30.202996999999996.jpeg,DamageDetection,damaged,true,images/-93.658163_30.202997.tiff
30.204435,-93.658221,4.327027,ned10m,DamageDetection\damage\-93.658221_30.204434999999997.jpeg,DamageDetection,damaged,true,images/-93.658221_30.204435.tiff
30.202271,-93.658281,4.023819,ned10m,DamageDetection\damage\-93.658281_30.202271000000003.jpeg,DamageDetection,damaged,true,images/-93.658281_30.202271.tiff
30.202983,-93.658426,4.487720,ned10m,DamageDetection\damage\-93.658426_30.202983000000003.jpeg,DamageDetection,damaged,true,images/-93.658426_30.202983.tiff
30.202516,-93.658441,4.394925,ned10m,DamageDetection\damage\-93.658441_30.202515999999996.jpeg,DamageDetection,damaged,true,images/-93.658441_30.202516.tiff
30.202494,-93.658469,4.427685,ned10m,DamageDetection\damage\-93.658469_30.202494.jpeg,DamageDetection,damaged,true,images/-93.658469_30.202494.tiff
30.202266,-93.658501,4.385994,ned10m,DamageDetection\damage\-93.658501_30.202265999999998.jpeg,DamageDetection,damaged,true,images/-93.658501_30.202266.tiff
30.202977,-93.658585,4.500526,ned10m,DamageDetection\damage\-93.658585_30.202977.jpeg,DamageDetection,damaged,true,images/-93.658585_30.202977.tiff
30.202985,-93.658614,4.502329,ned10m,DamageDetection\damage\-93.658614_30.202984999999998.jpeg,DamageDetection,damaged,true,images/-93.658614_30.202985.tiff
30.207000,-93.658624,3.696953,ned10m,DamageDetection\damage\-93.658624_30.206999999999997.jpeg,DamageDetection,damaged,true,images/-93.658624_30.207000.tiff
30.207029,-93.658660,3.776144,ned10m,DamageDetection\damage\-93.65866_30.207029.jpeg,DamageDetection,damaged,true,images/-93.658660_30.207029.tiff
30.026395,-93.658710,0.511993,ned10m,DamageDetection\damage\-93.65871_30.026395.jpeg,DamageDetection,damaged,true,images/-93.658710_30.026395.tiff
30.206929,-93.658785,3.798274,ned10m,DamageDetection\damage\-93.658785_30.206929.jpeg,DamageDetection,damaged,true,images/-93.658785_30.206929.tiff
30.207264,-93.658882,4.237764,ned10m,DamageDetection\damage\-93.65888199999999_30.207264000000002.jpeg,DamageDetection,damaged,true,images/-93.658882_30.207264.tiff
30.207282,-93.658891,4.252147,ned10m,DamageDetection\damage\-93.658891_30.207282.jpeg,DamageDetection,damaged,true,images/-93.658891_30.207282.tiff
30.204578,-93.658909,4.374885,ned10m,DamageDetection\damage\-93.658909_30.204578.jpeg,DamageDetection,damaged,true,images/-93.658909_30.204578.tiff
30.204585,-93.658909,4.375663,ned10m,DamageDetection\damage\-93.658909_30.204584999999998.jpeg,DamageDetection,damaged,true,images/-93.658909_30.204585.tiff
30.204070,-93.658941,4.526554,ned10m,DamageDetection\damage\-93.658941_30.20407.jpeg,DamageDetection,damaged,true,images/-93.658941_30.204070.tiff
30.204523,-93.658941,4.394678,ned10m,DamageDetection\damage\-93.658941_30.204523.jpeg,DamageDetection,damaged,true,images/-93.658941_30.204523.tiff
30.026392,-93.658946,0.368827,ned10m,DamageDetection\damage\-93.658946_30.026391999999998.jpeg,DamageDetection,damaged,true,images/-93.658946_30.026392.tiff
30.207253,-93.658962,4.310610,ned10m,DamageDetection\damage\-93.658962_30.207253.jpeg,DamageDetection,damaged,true,images/-93.658962_30.207253.tiff
30.204886,-93.658968,4.495773,ned10m,DamageDetection\damage\-93.658968_30.204886.jpeg,DamageDetection,damaged,true,images/-93.658968_30.204886.tiff
30.204088,-93.658960,4.571775,ned10m,DamageDetection\damage\-93.65896_30.204088.jpeg,DamageDetection,damaged,true,images/-93.658960_30.204088.tiff
30.026386,-93.659011,0.346068,ned10m,DamageDetection\damage\-93.65901099999999_30.026386.jpeg,DamageDetection,damaged,true,images/-93.659011_30.026386.tiff
30.204855,-93.659014,4.527225,ned10m,DamageDetection\damage\-93.659014_30.204855.jpeg,DamageDetection,damaged,true,images/-93.659014_30.204855.tiff
30.204041,-93.659059,4.477664,ned10m,DamageDetection\damage\-93.659059_30.204040999999997.jpeg,DamageDetection,damaged,true,images/-93.659059_30.204041.tiff
